"stop_id";"stop_name";"stop_desc";"stop_lat";"stop_lon";"trip_id";"arrival_time";"departure_time";"stop_sequence";"route_id";"service_id";"trip_headsign";"trip_short_name";"direction_id";"route_short_name";"route_long_name";"route_type"
1752;"Porte des Lilas";"Rue de Belleville - 75120";48,8769382235089;2,40637656692978;10022802780651520;59460;59460;1;708898;2280278;"101";101;0;"3B";"(PORTE DES LILAS <-> GAMBETTA) - Aller";1
1718;"Saint-Fargeau";"112 avenue Gambetta - 75120";48,8716998109711;2,40429872420218;10022802780651520;59580;59580;2;708898;2280278;"101";101;0;"3B";"(PORTE DES LILAS <-> GAMBETTA) - Aller";1
1783;"Pelleport";"Paul Signac (place, en face du 125 avenue Gambetta) - 75120";48,8682233476073;2,4013243805441;10022802780651520;59640;59640;3;708898;2280278;"101";101;0;"3B";"(PORTE DES LILAS <-> GAMBETTA) - Aller";1
1659;"Gambetta";"Père-Lachaise - 75120";48,8650342980182;2,39854148691224;10022802780651520;59700;59700;4;708898;2280278;"101";101;0;"3B";"(PORTE DES LILAS <-> GAMBETTA) - Aller";1
1752;"Porte des Lilas";"Rue de Belleville - 75120";48,8769382235089;2,40637656692978;18022802790651520;74160;74160;1;708899;2280279;"201";201;1;"3B";"(PORTE DES LILAS <-> GAMBETTA) - Retour";1
1718;"Saint-Fargeau";"112 avenue Gambetta - 75120";48,8716998109711;2,40429872420218;18022802790651520;74220;74220;2;708899;2280279;"201";201;1;"3B";"(PORTE DES LILAS <-> GAMBETTA) - Retour";1
1783;"Pelleport";"Paul Signac (place, en face du 125 avenue Gambetta) - 75120";48,8682233476073;2,4013243805441;18022802790651520;74280;74280;3;708899;2280279;"201";201;1;"3B";"(PORTE DES LILAS <-> GAMBETTA) - Retour";1
1659;"Gambetta";"Père-Lachaise - 75120";48,8650342980182;2,39854148691224;18022802790651520;74340;74340;4;708899;2280279;"201";201;1;"3B";"(PORTE DES LILAS <-> GAMBETTA) - Retour";1
1875;"Mairie des Lilas";"Place du Colonel Fabien - 93045";48,8800510617727;2,41566020606423;10022803820912408;51480;51480;1;1197616;2280382;"102";102;0;"11";"(MAIRIE DES LILAS <-> CHATELET) - Aller";1
1753;"Porte des Lilas";"Rue de Belleville - 75120";48,8772347166956;2,40652684304809;10022803820912408;51600;51600;2;1197616;2280382;"102";102;0;"11";"(MAIRIE DES LILAS <-> CHATELET) - Aller";1
1682;"Télégraphe";"Rue de Belleville - 75120";48,8755224492457;2,39867651114495;10022803820912408;51660;51660;3;1197616;2280382;"102";102;0;"11";"(MAIRIE DES LILAS <-> CHATELET) - Aller";1
1798;"Place des Fêtes";"Rue de Crimée - 75119";48,8767294689067;2,39314603176784;10022803820912408;51720;51720;4;1197616;2280382;"102";102;0;"11";"(MAIRIE DES LILAS <-> CHATELET) - Aller";1
1905;"Jourdain";"7 rue du Jourdain - 75120";48,875248294625;2,38932943415264;10022803820912408;51780;51780;5;1197616;2280382;"102";102;0;"11";"(MAIRIE DES LILAS <-> CHATELET) - Aller";1
1758;"Pyrénées";"401 rue des Pyrénées - 75120";48,8738211723367;2,3848863721979;10022803820912408;51840;51840;6;1197616;2280382;"102";102;0;"11";"(MAIRIE DES LILAS <-> CHATELET) - Aller";1
2066;"Belleville";"Terre-plein face au 1 boulevard de la Villette - 75119";48,8719457979749;2,3767510413738;10022803820912408;51960;51960;7;1197616;2280382;"102";102;0;"11";"(MAIRIE DES LILAS <-> CHATELET) - Aller";1
1963;"Goncourt (Hôpital Saint-Louis)";"152 avenue Parmentier - 75110";48,870015355247;2,37076879902147;10022803820912408;52020;52020;8;1197616;2280382;"102";102;0;"11";"(MAIRIE DES LILAS <-> CHATELET) - Aller";1
967988;"République";"Av de la République - 75111";48,8672401853613;2,36305644594524;10022803820912408;52080;52080;9;1197616;2280382;"102";102;0;"11";"(MAIRIE DES LILAS <-> CHATELET) - Aller";1
2051;"Arts-et-Métiers";"Rue des Vertus - 75103";48,8653811760469;2,35564493120688;10022803820912408;52140;52140;10;1197616;2280382;"102";102;0;"11";"(MAIRIE DES LILAS <-> CHATELET) - Aller";1
1761;"Rambuteau";"Centre Georges Pompidou - 75104";48,8611933956416;2,35328695987071;10022803820912408;52260;52260;11;1197616;2280382;"102";102;0;"11";"(MAIRIE DES LILAS <-> CHATELET) - Aller";1
1893;"Hôtel de Ville";"Rue du Renard - 75104";48,8578053731363;2,35146077651356;10022803820912408;52320;52320;12;1197616;2280382;"102";102;0;"11";"(MAIRIE DES LILAS <-> CHATELET) - Aller";1
1965;"Châtelet";"Théâtre du Châtelet - 75101";48,8588572843814;2,34776985674268;10022803820912408;52380;52380;13;1197616;2280382;"102";102;0;"11";"(MAIRIE DES LILAS <-> CHATELET) - Aller";1
1875;"Mairie des Lilas";"Place du Colonel Fabien - 93045";48,8800510617727;2,41566020606423;36122803860912408;82020;82020;1;1197617;2280386;"202";202;1;"11";"(MAIRIE DES LILAS <-> CHATELET) - Retour";1
1753;"Porte des Lilas";"Rue de Belleville - 75120";48,8772347166956;2,40652684304809;36122803860912408;82080;82080;2;1197617;2280386;"202";202;1;"11";"(MAIRIE DES LILAS <-> CHATELET) - Retour";1
1682;"Télégraphe";"Rue de Belleville - 75120";48,8755224492457;2,39867651114495;36122803860912408;82200;82200;3;1197617;2280386;"202";202;1;"11";"(MAIRIE DES LILAS <-> CHATELET) - Retour";1
1798;"Place des Fêtes";"Rue de Crimée - 75119";48,8767294689067;2,39314603176784;36122803860912408;82260;82260;4;1197617;2280386;"202";202;1;"11";"(MAIRIE DES LILAS <-> CHATELET) - Retour";1
1905;"Jourdain";"7 rue du Jourdain - 75120";48,875248294625;2,38932943415264;36122803860912408;82320;82320;5;1197617;2280386;"202";202;1;"11";"(MAIRIE DES LILAS <-> CHATELET) - Retour";1
1758;"Pyrénées";"401 rue des Pyrénées - 75120";48,8738211723367;2,3848863721979;36122803860912408;82380;82380;6;1197617;2280386;"202";202;1;"11";"(MAIRIE DES LILAS <-> CHATELET) - Retour";1
2066;"Belleville";"Terre-plein face au 1 boulevard de la Villette - 75119";48,8719457979749;2,3767510413738;36122803860912408;82440;82440;7;1197617;2280386;"202";202;1;"11";"(MAIRIE DES LILAS <-> CHATELET) - Retour";1
1963;"Goncourt (Hôpital Saint-Louis)";"152 avenue Parmentier - 75110";48,870015355247;2,37076879902147;36122803860912408;82500;82500;8;1197617;2280386;"202";202;1;"11";"(MAIRIE DES LILAS <-> CHATELET) - Retour";1
967988;"République";"Av de la République - 75111";48,8672401853613;2,36305644594524;36122803860912408;82560;82560;9;1197617;2280386;"202";202;1;"11";"(MAIRIE DES LILAS <-> CHATELET) - Retour";1
2051;"Arts-et-Métiers";"Rue des Vertus - 75103";48,8653811760469;2,35564493120688;36122803860912408;82680;82680;10;1197617;2280386;"202";202;1;"11";"(MAIRIE DES LILAS <-> CHATELET) - Retour";1
1761;"Rambuteau";"Centre Georges Pompidou - 75104";48,8611933956416;2,35328695987071;36122803860912408;82740;82740;11;1197617;2280386;"202";202;1;"11";"(MAIRIE DES LILAS <-> CHATELET) - Retour";1
1893;"Hôtel de Ville";"Rue du Renard - 75104";48,8578053731363;2,35146077651356;36122803860912408;82800;82800;12;1197617;2280386;"202";202;1;"11";"(MAIRIE DES LILAS <-> CHATELET) - Retour";1
1965;"Châtelet";"Théâtre du Châtelet - 75101";48,8588572843814;2,34776985674268;36122803860912408;82860;82860;13;1197617;2280386;"202";202;1;"11";"(MAIRIE DES LILAS <-> CHATELET) - Retour";1
1949;"Gallieni (Parc de Bagnolet)";"Gare routière - 93006";48,8632625265005;2,41597536849996;10022802650095500;56460;56460;1;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1737;"Porte de Bagnolet";"Rue de la Py - 75120";48,8643365354836;2,40882537603773;10022802650095500;56580;56580;2;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1950;"Gambetta";"Père-Lachaise - 75120";48,8647827006879;2,39844583377186;10022802650095500;56640;56640;3;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1785;"Père-Lachaise";"Avenue de la République - 75111";48,8629456616674;2,38689240454308;10022802650095500;56760;56760;4;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1728;"Rue Saint-Maur";"Avenue de la République - 75111";48,8640894057464;2,38089978855212;10022802650095500;56820;56820;5;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1779;"Parmentier";"48 avenue de la République - 75111";48,8652598566732;2,37475708171677;10022802650095500;56880;56880;6;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1766;"République";"Av de la République - 75111";48,8672579435983;2,36403730363905;10022802650095500;57000;57000;7;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1683;"Temple";"Rue du Temple - 75103";48,8667641678145;2,36157132703273;10022802650095500;57060;57060;8;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
2050;"Arts-et-Métiers";"Rue des Vertus - 75103";48,8655518636348;2,35610815512031;10022802650095500;57120;57120;9;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1765;"Réaumur-Sébastopol";"Square Emile Chantemps - 75102";48,8662803585613;2,35248479683785;10022802650095500;57180;57180;10;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1662;"Sentier";"97 rue Réaumur - 75102";48,8673503814313;2,34756723541508;10022802650095500;57240;57240;11;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
2007;"Bourse";"Rue Notre-Dame des Victoires - 75102";48,8687617925964;2,3406741288121;10022802650095500;57300;57300;12;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1760;"Quatre Septembre";"20 rue du Quatre Septembre - 75102";48,869660572192;2,33632828164171;10022802650095500;57420;57420;13;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1846;"Opéra";"Théâtre National de l'Opéra - 75109";48,8707209762921;2,33225474357296;10022802650095500;57480;57480;14;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1889;"Havre-Caumartin";"bd Haussmann - 75109";48,8734618906704;2,32848048447348;10022802650095500;57540;57540;15;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1722;"Saint-Lazare";"Rue de l' Arcade - 75108";48,8756815064197;2,32559158481996;10022802650095500;57600;57600;16;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1935;"Europe";"1 rue de Madrid - 75108";48,8790604392127;2,32297463240589;10022802650095500;57720;57720;17;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1630;"Villiers";"Parc de Monceau - 75117";48,8814051004114;2,31614705090741;10022802650095500;57780;57780;18;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1881;"Malesherbes";"Place du Général Catroux - 75117";48,8825364728922;2,31100924300551;10022802650095500;57900;57900;19;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1634;"Wagram";"Place Monseigneur Loutil - 75117";48,8837124760373;2,3055577575143;10022802650095500;57960;57960;20;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1786;"Pereire";"Square Albert Besnard - 75117";48,8850310612536;2,29713511150616;10022802650095500;58020;58020;21;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1738;"Porte de Champerret";"Place Stuart-Merrill - 75117";48,885739159692;2,29186062067553;10022802650095500;58080;58080;22;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1862;"Louise Michel";"Rue Anatole France - 92044";48,889269622246;2,2880551248039;10022802650095500;58140;58140;23;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
2044;"Anatole-France";"Rue Voltaire - 92044";48,8920186263289;2,28551744479448;10022802650095500;58260;58260;24;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
1802;"Pont de Levallois-Bécon";"Rue Baudin - 92044";48,8973099051795;2,2807686428069;10022802650095500;58320;58320;25;1197626;2280265;"101";101;0;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Aller";1
2341;"Pont de Levallois-Bécon";"Rue Baudin - 92044";48,8973099051795;2,2807686428069;10022802650912354;57120;57120;1;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2163;"Anatole-France";"Rue Voltaire - 92044";48,8920186263289;2,28551744479448;10022802650912354;57240;57240;2;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2329;"Louise Michel";"Rue Anatole France - 92044";48,889269622246;2,2880551248039;10022802650912354;57300;57300;3;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2416;"Porte de Champerret";"Place Stuart-Merrill - 75117";48,885739159692;2,29186062067553;10022802650912354;57360;57360;4;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2396;"Pereire";"Square Albert Besnard - 75117";48,8850310612536;2,29713511150616;10022802650912354;57480;57480;5;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2514;"Wagram";"Place Monseigneur Loutil - 75117";48,8837124760373;2,3055577575143;10022802650912354;57540;57540;6;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2277;"Malesherbes";"Place du Général Catroux - 75117";48,8825364728922;2,31100924300551;10022802650912354;57600;57600;7;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2510;"Villiers";"Parc de Monceau - 75117";48,8814051004114;2,31614705090741;10022802650912354;57660;57660;8;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2260;"Europe";"1 rue de Madrid - 75108";48,8790604392127;2,32297463240589;10022802650912354;57780;57780;9;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2467;"Saint-Lazare";"Rue de l' Arcade - 75108";48,8756815064197;2,32559158481996;10022802650912354;57840;57840;10;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2285;"Havre-Caumartin";"bd Haussmann - 75109";48,8734618906704;2,32848048447348;10022802650912354;57960;57960;11;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2313;"Opéra";"Théâtre National de l'Opéra - 75109";48,8707209762921;2,33225474357296;10022802650912354;58020;58020;12;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2438;"Quatre Septembre";"20 rue du Quatre Septembre - 75102";48,869660572192;2,33632828164171;10022802650912354;58080;58080;13;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2196;"Bourse";"Rue Notre-Dame des Victoires - 75102";48,8687617925964;2,3406741288121;10022802650912354;58140;58140;14;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2542;"Sentier";"97 rue Réaumur - 75102";48,8673503814313;2,34756723541508;10022802650912354;58200;58200;15;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2375;"Réaumur-Sébastopol";"Square Emile Chantemps - 75102";48,8662803585613;2,35248479683785;10022802650912354;58260;58260;16;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2099;"Arts-et-Métiers";"Rue des Vertus - 75103";48,8655518636348;2,35610815512031;10022802650912354;58380;58380;17;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2493;"Temple";"Rue du Temple - 75103";48,8667641678145;2,36157132703273;10022802650912354;58440;58440;18;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2376;"République";"Av de la République - 75111";48,8672579435983;2,36403730363905;10022802650912354;58500;58500;19;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2389;"Parmentier";"48 avenue de la République - 75111";48,8652598566732;2,37475708171677;10022802650912354;58560;58560;20;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2471;"Rue Saint-Maur";"Avenue de la République - 75111";48,8640894057464;2,38089978855212;10022802650912354;58680;58680;21;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2395;"Père-Lachaise";"Avenue de la République - 75111";48,8629456616674;2,38689240454308;10022802650912354;58740;58740;22;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2205;"Gambetta";"Père-Lachaise - 75120";48,8647827006879;2,39844583377186;10022802650912354;58860;58860;23;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2415;"Porte de Bagnolet";"Rue de la Py - 75120";48,8643365354836;2,40882537603773;10022802650912354;58920;58920;24;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2204;"Gallieni (Parc de Bagnolet)";"Gare routière - 93006";48,8632625265005;2,41597536849996;10022802650912354;59040;59040;25;1197627;2280265;"202";202;1;"3";"(GALLIENI <-> PONT DE LEVALLOIS - BECON) - Retour";1
2089;"Bobigny-Pablo-Picasso";"Préfecture Trésorerie - 93008";48,9071473125516;2,44945750453114;10022802970094712;50160;50160;1;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
2072;"Bobigny-Pantin (Raymond Queneau)";"7 rue de Paris - 93008";48,895799232549;2,42485729839759;10022802970094712;50340;50340;2;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
1932;"Eglise de Pantin";"Rue Charles Auffrey - 93055";48,893632527974;2,41290026603005;10022802970094712;50460;50460;3;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
1891;"Hoche";"Centre Commercial - 93055";48,8914993837643;2,40312496065608;10022802970094712;50520;50520;4;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
1746;"Porte de Pantin";"Avenue Jean Jaurès - 75119";48,8885839809719;2,39242287571854;10022802970094712;50640;50640;5;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
1772;"Ourcq";"161 avenue Jean Jaurès - 75119";48,8869238774707;2,38665643440346;10022802970094712;50700;50700;6;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
1922;"Laumière";"av. Jean Jaurès - 75119";48,8849316105461;2,37909124689984;10022802970094712;50820;50820;7;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
1901;"Jaurès";"Face au 2 place de Stalingrad - 75119";48,8828762162126;2,37058633616542;10022802970094712;50880;50880;8;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
1675;"Stalingrad";"Bassin de la Villette - 75119";48,8841532631239;2,36735747746639;10022802970094712;50940;50940;9;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
1958;"Gare du Nord";"Rue du Faubourg St Denis - 75110";48,8793833026158;2,35637208135931;10022802970094712;51060;51060;10;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
2076;"Gare de l'Est (Verdun)";"Sortie - 75110";48,8768126253927;2,35825144008292;10022802970094712;51180;51180;11;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
1898;"Jacques-Bonsergent";"bd de Magenta - 75110";48,8707008232696;2,36057863558728;10022802970094712;51300;51300;12;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
1767;"République";"Av de la République - 75111";48,867617486531;2,36381952143317;10022802970094712;51420;51420;13;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
1843;"Oberkampf";"43 boulevard Voltaire - 75111";48,8649653032625;2,36763240629875;10022802970094712;51480;51480;14;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
1700;"Richard-Lenoir";"Boulevard Richar Lenoir - 75111";48,8606859919958;2,3724109318802;10022802970094712;51540;51540;15;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
2008;"Bréguet-Sabin";"Boulevard Richard Lenoir - 75111";48,8567679495405;2,37077385838438;10022802970094712;51660;51660;16;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
2063;"Bastille";"Rue de la Roquette - 75104";48,8533891122921;2,36916460220877;10022802970094712;51720;51720;17;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
1759;"Quai de la Rapée";"Quai de la Rapée - 75112";48,8459660324065;2,36691317973831;10022802970094712;51840;51840;18;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
1951;"Gare d'Austerlitz";"SNCF/RER C grandes lignes et banlieue - 75113";48,8434142241437;2,36418839286764;10022802970094712;51900;51900;19;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
1641;"Saint-Marcel";"La Pitié-Salpêtrière - 75113";48,8385167435152;2,36072755036178;10022802970094712;52020;52020;20;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
2017;"Campo-Formio";"106-112 boulevard de l' Hôpital - 75113";48,8355512166754;2,3587520951914;10022802970094712;52080;52080;21;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
1793;"Place d'Italie";"Place d' Italie - 75113";48,8312826555064;2,35545587036451;10022802970094712;52260;52260;22;1197630;2280297;"101";101;0;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Aller";1
2403;"Place d'Italie";"Place d' Italie - 75113";48,8312826555064;2,35545587036451;10022802970912364;51300;51300;1;1197631;2280297;"203";203;1;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour";1
2136;"Campo-Formio";"106-112 boulevard de l' Hôpital - 75113";48,8355512166754;2,3587520951914;10022802970912364;51360;51360;2;1197631;2280297;"203";203;1;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour";1
2521;"Saint-Marcel";"La Pitié-Salpêtrière - 75113";48,8385167435152;2,36072755036178;10022802970912364;51420;51420;3;1197631;2280297;"203";203;1;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour";1
2206;"Gare d'Austerlitz";"SNCF/RER C grandes lignes et banlieue - 75113";48,8434142241437;2,36418839286764;10022802970912364;51540;51540;4;1197631;2280297;"203";203;1;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour";1
2437;"Quai de la Rapée";"Quai de la Rapée - 75112";48,8459660324065;2,36691317973831;10022802970912364;51600;51600;5;1197631;2280297;"203";203;1;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour";1
2112;"Bastille";"Rue de la Roquette - 75104";48,8533891122921;2,36916460220877;10022802970912364;51720;51720;6;1197631;2280297;"203";203;1;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour";1
2164;"Bréguet-Sabin";"Boulevard Richard Lenoir - 75111";48,8567679495405;2,37077385838438;10022802970912364;51780;51780;7;1197631;2280297;"203";203;1;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour";1
2445;"Richard-Lenoir";"Boulevard Richar Lenoir - 75111";48,8606859919958;2,3724109318802;10022802970912364;51900;51900;8;1197631;2280297;"203";203;1;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour";1
2310;"Oberkampf";"43 boulevard Voltaire - 75111";48,8649653032625;2,36763240629875;10022802970912364;51960;51960;9;1197631;2280297;"203";203;1;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour";1
2377;"République";"Av de la République - 75111";48,867617486531;2,36381952143317;10022802970912364;52080;52080;10;1197631;2280297;"203";203;1;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour";1
2294;"Jacques-Bonsergent";"bd de Magenta - 75110";48,8707008232696;2,36057863558728;10022802970912364;52140;52140;11;1197631;2280297;"203";203;1;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour";1
2125;"Gare de l'Est (Verdun)";"Sortie - 75110";48,8768126253927;2,35825144008292;10022802970912364;52260;52260;12;1197631;2280297;"203";203;1;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour";1
2213;"Gare du Nord";"Rue du Faubourg St Denis - 75110";48,8793833026158;2,35637208135931;10022802970912364;52380;52380;13;1197631;2280297;"203";203;1;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour";1
2485;"Stalingrad";"Bassin de la Villette - 75119";48,8841532631239;2,36735747746639;10022802970912364;52500;52500;14;1197631;2280297;"203";203;1;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour";1
2297;"Jaurès";"Face au 2 place de Stalingrad - 75119";48,8828762162126;2,37058633616542;10022802970912364;52560;52560;15;1197631;2280297;"203";203;1;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour";1
2247;"Laumière";"av. Jean Jaurès - 75119";48,8849316105461;2,37909124689984;10022802970912364;52620;52620;16;1197631;2280297;"203";203;1;"5";"(BOBIGNY - PABLO PICASSO <-> PLACE D'ITALIE) - Retour";1
